27.9552422002,44.6765278078
28.7177232895,48.2509958929
28.8024434105,52.6503412284
29.3954842577,56.7747274805
29.9885251049,60.1658895099
30.5815659521,63.3737454837
31.2593269203,66.856560541
32.1065281306,70.2477225705
33.4620500671,74.0971497391
35.1564524877,77.1216996572
37.2744555134,79.6879844363
39.3077384181,81.4293919649
41.7646219279,83.1707994936
44.4756658008,84.7289009666
47.5255901579,86.1953494117
50.7449547569,87.3868387734
56.0823223818,88.0284099682
61.2502497645,87.3868387734
64.4696143636,86.2870024396
67.6042588417,84.6372479387
70.3153027146,83.2624525214
72.6027459824,81.4293919649
74.7207490081,79.6879844363
76.8387520338,76.9383936016
78.6178745754,74.0971497391
79.9733965119,70.2477225705
80.6511574801,66.856560541
81.4983586904,63.4653985116
82.0066794166,60.5325016212
82.6844403848,56.7747274805
83.192761111,52.7419942562
83.362201353,48.2509958929
83.9552422002,44.6765278078
34.1398110353,35.4195719977
37.3591756344,33.0365932742
41.2563012017,32.120062996
45.2381468901,32.4866751073
48.7963919733,33.3115523577
48.7116718523,35.4195719977
45.2381468901,35.5112250255
41.3410213228,34.6863477751
37.3591756344,35.6028780533
63.1988125482,33.4032053855
66.8417777524,32.4866751073
70.6541831987,32.0284099682
74.636028887,33.0365932742
77.8553934861,35.4195719977
74.466588645,35.4195719977
70.7389033197,34.7780008029
66.8417777524,35.236265942
63.1140924271,35.9694901646
55.9128821397,41.1020597227
56.0823223818,45.9596701973
55.8281620187,50.6339746163
55.9128821397,55.4915850909
52.6935175406,41.6519778896
50.99911512,52.8336472841
49.3894328205,55.7665441744
50.5755145149,58.6994410648
53.2018382668,59.4326652873
56.0823223818,59.8909304265
58.6239260126,59.5243183152
61.9280107327,58.2411759256
62.605771701,55.6748911466
61.6738503697,53.0169533397
59.9794479491,41.7436309175
39.5618987811,41.6519778896
41.2563012017,40.3688355001
43.7131847116,39.6356112775
45.9159078583,40.0938764166
49.2199925784,42.1102430287
46.5089487055,42.8434672513
44.1367853167,43.3017323905
41.5951816858,43.026773307
43.7979048326,41.3770188062
62.4363314589,42.2018960566
65.570975937,40.0022233888
68.3667399309,39.6356112775
70.4000228356,40.2771824723
72.2638654982,41.7436309175
70.4847429566,43.026773307
68.1125795678,43.2100793626
65.570975937,42.9351202792
67.6889789627,41.2853657783
46.2547883424,69.2395392644
49.7283133046,66.7649075132
53.794879114,65.2068060402
55.9976022607,65.6650711793
58.2003254075,65.1151530124
62.2668912169,66.7649075132
65.655696058,69.1478862366
62.1821710958,70.9809467931
59.2169668598,72.0807831269
55.9128821397,72.5390482661
52.8629577827,72.0807831269
49.9824736677,70.9809467931
47.1867096737,69.1478862366
53.1171181457,67.8647438471
55.9976022607,68.0480499027
58.8780863757,67.9563968749
64.8932149687,69.1478862366
58.7933662547,69.1478862366
55.9976022607,69.2395392644
53.2018382668,69.1478862366
43.1201438644,42.0185900009
68.536180173,41.8352839453
